sentence_A	sentence_B	entailment_label	label_enc
A little girl is hitting a baseball off a tee	A little girl is hitting a ball off a tee	ENTAILMENT	1
An oriental man and two women are turning their backs to the camera	An oriental man and two women are facing a camera	CONTRADICTION	0
The girl is tapping her fingernails	A girl is tapping her fingernails	ENTAILMENT	1
The monkey is practicing martial arts	A gloved person is kicking at the hand of a monkey	NEUTRAL	2
The woman is stirring meat in a bowl	The woman is not stirring meat in a bowl	CONTRADICTION	0
A cat is playing with a watermelon	The cat is playing with a watermelon	ENTAILMENT	1
Someone is not stirring chili in a kettle	Someone is stirring chili in a kettle	CONTRADICTION	0
A woman is boiling noodles in water	The person is boiling noodles	ENTAILMENT	1
A girl from Asia, in front of a brick window, looks surprised	A girl from Asia, in front of a window made of bricks, looks surprised	ENTAILMENT	1
A flute is being played by a girl	A flute is being put away by a girl	CONTRADICTION	0
A yellow dog is stopping on white snow on a sunny day	A yellow dog is running on white snow on a sunny day	CONTRADICTION	0
A person is stirring vegetables in a pot	A person is stirring vegetables in a bowl	ENTAILMENT	1
A young child with hair of black color is taking a picture with a camera	A young child with black hair is taking a picture with a camera	ENTAILMENT	1
The lady is breaking raw eggs into a bowl	Eggs are being cracked into a bowl by the woman	ENTAILMENT	1
A big brown and white spotted dog is lying on a jacket on the street	A big brown and white spotted dog is lying on a cloth on the street	NEUTRAL	2
There is no person writing	The person is writing with a pencil	CONTRADICTION	0
A person on a yellow bike is airborne	A person on a yellow dirt bike is taking a jump	ENTAILMENT	1
A brown puppy is gnawing a wooden post that is stuck into the ground	A brown puppy is biting a pole	ENTAILMENT	1
The man is playing a piano	There is a guy cheerfully playing with a footbag	NEUTRAL	2
A climber is parking with the children by a small statue	Small children are climbing a statue in a park	NEUTRAL	2
A man is sitting near a flower bed and is overlooking a tunnel	Two people are sitting on a bench	NEUTRAL	2
Two dogs are playing on a beach	A brown dog is running after a white dog on a rocky shore	NEUTRAL	2
A woman is dancing and singing in the rain	A woman is performing in the rain	ENTAILMENT	1
A cute panda is lying down	The panda bear is lying on the logs	NEUTRAL	2
A person is wiping butter on a tray	A person is removing the butter from a tray	NEUTRAL	2
A woman is wearing a blue helmet and is riding a bicycle in a parking lot	There is no woman wearing a blue helmet and riding a bicycle in a parking lot	CONTRADICTION	0
A furry brown dog is running through the grassy area	The furry brown dog is running through the grassy area	ENTAILMENT	1
There is no man playing with a skull	The man is playing with a skull	CONTRADICTION	0
The blond girl is dancing in front of the sound equipment	The equipment in front of the blond dancing girl is sound	ENTAILMENT	1
A person is walking in the snow at the edge of a mountain	A person is standing in the snow at the edge of a mountain	NEUTRAL	2
The bride and the groom are leaving after the marriage	A married couple is walking down the aisle	NEUTRAL	2
The man is standing in a body of water near a waterfall	A woman is standing in the water at the base of a waterfall	NEUTRAL	2
The woman is handling a frog	The woman is not handling a frog	CONTRADICTION	0
A woman is peeling a potato	There is no woman peeling a potato	CONTRADICTION	0
A brown and white dog is catching a dirty tennis ball in a dirt field	A brown and white dog is biting a dirty tennis ball in a dirt field	NEUTRAL	2
A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	ENTAILMENT	1
The man and the boy are standing at the bottom of the stairs, which are outdoors	An adult is in the amphitheater and is talking to a boy	NEUTRAL	2
The food on the trays isn't being eaten by the kittens	Some kittens are eating	CONTRADICTION	0
A young boy is singing and playing a guitar	There is no young boy singing and playing a guitar	CONTRADICTION	0
The man is doing exercises in a gym	The man is exercising	ENTAILMENT	1
A seated woman is singing a song and playing the guitar	A woman on a rock is lying on a blanket and reading a book	NEUTRAL	2
A person is standing in a vast field of glacial ice	There is no person standing in a vast field of glacial ice	CONTRADICTION	0
A woman is putting on eyeshadow	The woman is putting make-up on	ENTAILMENT	1
Several swimmers are jumping into the water	Several swimmers are jumping out of the water	NEUTRAL	2
Two children and an adult are standing next to a tree limb	Two children and an adult are not standing next to a tree limb	CONTRADICTION	0
Two people are in the snow, wearing clothes that provide camouflage	Some people are in the snow, wearing clothes that provide camouflage	ENTAILMENT	1
One man is sitting steadily on the chair	One man is sitting on the chair	ENTAILMENT	1
The man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers	The man dressed in leather chaps and a purple shirt is standing in front of someone lookers	ENTAILMENT	1
A girl is playing the piano	A little girl is walking off the stage	NEUTRAL	2
The men are not playing soccer	The men are playing soccer	CONTRADICTION	0
A man is sitting on the lawn and drinking from a water bottle	A soccer player is sitting on the field and is drinking water	NEUTRAL	2
A brown and black dog is looking upwards	A brown and black dog is pointing the nose upwards	ENTAILMENT	1
A black and white dog is playing with a tattered volleyball in a brown field	A black and white dog is playing with a frisbee in a brown field	NEUTRAL	2
People are riding and paddling a raft	Nobody is floating on a raft	CONTRADICTION	0
The machine is not shaving a pencil	A machine is sharpening a pencil	CONTRADICTION	0
A little girl is playing a grand piano on stage	A little girl is playing the piano	ENTAILMENT	1
A man in a red uniform is swiftly making a jump in a dirt bike race	A man is participating in a bmx race	ENTAILMENT	1
The man is typing on a machine used for stenography	The man is operating a stenograph	ENTAILMENT	1
A person is cutting garlic into pieces with a knife	A person is slicing garlic into pieces with a knife	ENTAILMENT	1
A monkey is practicing martial arts	A chimp is practicing martial arts	ENTAILMENT	1
Two brown and white dogs are fighting on a grassy area in front of a tree	Two brown and white dogs are fighting on a grassy area in front of a plant	ENTAILMENT	1
A woman is slicing a tomato	A woman is cutting a tomato	ENTAILMENT	1
A person is quickly cutting mushrooms with a knife	A man is rapidly chopping some mushrooms with a knife	ENTAILMENT	1
A person is taking away the meat in the skillet	The baby is being put into a trash can by a woman	NEUTRAL	2
A dog with a blue collar is not playing with the ball outside	A grey dog is bouncing a soccer ball on its head in a grass field	NEUTRAL	2
People are far from a beach full of sand by the ocean and are suffering from the sunny day	People are on a beach full of sand by the ocean and are enjoying a sunny day	NEUTRAL	2
A boy in a white t-shirt is splashing in shallow water	A kid in a white t-shirt is splashing in shallow water	ENTAILMENT	1
A person is dropping chopped vegetables into a pot on the stove	Chopped vegetables are being dropped into a pot on the stove by a person	ENTAILMENT	1
A man is emptying a plastic container	A man is filling a plastic container	CONTRADICTION	0
A man is riding a bicycle	A monkey is riding a bicycle	NEUTRAL	2
A man is leading the race	A man is bringing up the rear of the race	NEUTRAL	2
Two dogs are in a kennel on their hind legs and are facing one another	Two dogs are playing with each other	NEUTRAL	2
There is no little girl with blond hair smiling and sitting on a swing	A little girl with blond hair is smiling and sitting on a swing	CONTRADICTION	0
A motorcycle racer is riding a red and black bike	The motorcycle racer is riding a red and black bike	ENTAILMENT	1
A bee is clinging to a yellow flower	A yellow flower is being clung to by a bee	ENTAILMENT	1
A woman is putting away carrots	A woman is grating carrots	NEUTRAL	2
A woman is not cutting shrimps	A man is chopping butter into a container	NEUTRAL	2
Some ferrets are climbing down from a shelf	Several ferrets are climbing out of the cage	NEUTRAL	2
A dirty tan dog is rolling in the water and looking right at the camera	A dog is rolling on the ground	NEUTRAL	2
There is no woman firing a rifle	A woman is firing a rifle	CONTRADICTION	0
A few ferrets are climbing out of the cage	Several ferrets are climbing out of the cage	ENTAILMENT	1
The herd of caribous is crossing a road	The herd of caribous is not crossing a road	CONTRADICTION	0
Two cats are playfully fighting each other	Two cats are fighting each other	ENTAILMENT	1
The dog is chasing the ball	A dog is chasing a ball	ENTAILMENT	1
Some furious racers on the green grass are yelling at the horses jumping an obstacle	The Jockeys are racing horses on the field, which is completely green	NEUTRAL	2
There is no man in a grey t-shirt sitting on a rock in front of the waterfall	A woman is sitting and looking at the waterfall	NEUTRAL	2
The man is playing an acoustic guitar	The man is playing a guitar which is acoustic	ENTAILMENT	1
A player is running with the ball	Two teams are competing in a football match	NEUTRAL	2
An old woman is shirtless and is clumsily dropping two newspapers	An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers	CONTRADICTION	0
Four people are difficultly walking with difficulty across thick snow and the sun is setting	Some people are treading through the snow of the beautiful snowy landscape	NEUTRAL	2
The girl is using an eye pencil on her eyelid	The girl is not using an eye pencil on her eyelid	CONTRADICTION	0
A dog is missing the ball in mid air	A dog is catching a ball in mid air	CONTRADICTION	0
